role_search,title,company,location,area,created,description,category,contract_type,contract_time,salary_min,salary_max,redirect_url,country,region,city,has_sql,has_excel,has_python,has_r_,has_power_bi,has_tableau,has_azure,has_aws,salary_avg,years_exp,has_r_programming
data analyst,Junior Data Analyst,Manpower,"Bishopton, Renfrewshire","['UK', 'Scotland', 'Renfrewshire', 'Bishopton']",2025-11-11T22:43:57Z,"Junior Data Analyst Our Client manages customer-returned End of Lease computer hardware world-wide with the remit to accurately terminate leases & invoice customers accordingly. They also make available to Sales Teams a consistent supply of all types of hardware from tablets, notebooks & printers through to complex datacenters from all commercial vendors. The End of Lease Returns Team currently has a vacancy for a Junior Data Analyst and invites recent graduates to apply for this key back offic…",IT Jobs,,,0.0,27040.0,https://www.adzuna.co.uk/jobs/details/5491220634?utm_medium=api&utm_source=ca4e041d,UK,Scotland,Bishopton,False,False,False,True,False,False,False,False,13520.0,,False
data analyst,Senior Data Analyst,Monzo,"London, UK","['UK', 'London']",2025-06-27T16:16:38Z,"London | UK Remote |  £76,500 - £103,500  stock options  Benefits About us: At Monzo we believe there’s a better way to do banking - we care deeply about our customers, are innovative and execute quickly. Our mission is to revolutionise the way people manage their finances by putting them in control and promoting their financial wellbeing. Our Borrowing business is growing rapidly (both on our existing products, and with the planned launch of new products). We aim to create a genuine feel-good …",IT Jobs,,,76500.0,103500.0,https://www.adzuna.co.uk/jobs/details/5271654271?utm_medium=api&utm_source=ca4e041d,UK,London,London,False,False,False,True,False,False,False,False,90000.0,,False
data analyst,Finance Data Analyst,Yolk Recruitment Ltd,"Cardiff County, Wales","['UK', 'Wales', 'Cardiff County']",2025-11-18T15:53:58Z,"?? Finance Data Analyst - 6-Month Contract (Likely Extension) Location: Central Cardiff Start Date: ASAP Are you a whizz with financial modelling and Excel ? We're looking for a sharp, detail-driven Finance Data Analyst to join our team on a 6-month contract, with a strong likelihood of extension. In this role, you'll take the lead on building and refining financial models, analysing complex datasets, and supporting key commercial decisions. You'll be working at pace, so we're particularly keen…",IT Jobs,contract,,35000.0,37000.0,https://www.adzuna.co.uk/jobs/details/5501814881?utm_medium=api&utm_source=ca4e041d,UK,Wales,Cardiff County,False,True,False,True,False,False,False,False,36000.0,,False
data analyst,Senior Data Analyst,Accent Housing,"Fieldhead Business Centre, Bradford","['UK', 'Yorkshire And The Humber', 'West Yorkshire', 'Bradford', 'Fieldhead Business Centre']",2025-11-19T15:40:48Z,"A place to drive change Location: Bradford or Peterborough, Hybrid with travel as required. Salary: £46,022 per annum Permanent, 35 hours per week, Monday – Friday 9am to 5pm. We’re on a journey of transformation. We’re finding new ways to achieve our purpose of providing families with affordable, sustainable and safe homes. We’re innovating for our customers and to create a thriving workspace that supports everyone. We’re a team of passionate, dedicated people, working to drive change for the …",IT Jobs,permanent,full_time,46022.0,46022.0,https://www.adzuna.co.uk/jobs/details/5503241620?utm_medium=api&utm_source=ca4e041d,UK,Yorkshire And The Humber,Fieldhead Business Centre,False,False,False,True,False,False,False,False,46022.0,,False
data analyst,Senior Data Analyst,Accent Housing,UK,['UK'],2025-11-19T20:30:04Z,"A place to drive change Location : Bradford or Peterborough, Hybrid with travel as required. Salary : £46,022 per annum Permanent , 35 hours per week, Monday - Friday 9am to 5pm. We're on a journey of transformation. We're finding new ways to achieve our purpose of providing families with affordable, sustainable and safe homes. We're innovating for our customers and to create a thriving workspace that supports everyone. We're a team of passionate, dedicated people, working to drive change for t…",IT Jobs,permanent,full_time,46022.0,46022.0,https://www.adzuna.co.uk/jobs/details/5504019225?utm_medium=api&utm_source=ca4e041d,UK,UK,,False,False,False,True,False,False,False,False,46022.0,,False
data analyst,Senior Data Analyst,ACCENT housing,"Bradford, West Yorkshire","['UK', 'Yorkshire And The Humber', 'West Yorkshire', 'Bradford']",2025-11-18T17:26:11Z,"Senior Data Analyst A place to drive change Location: Bradford or Peterborough, Hybrid with travel as required. Salary: £46,022 per annum Permanent, 35 hours per week, Monday – Friday 9am to 5pm. We’re on a journey of transformation. We’re finding new ways to achieve our purpose of providing families with affordable, sustainable and safe homes. We’re innovating for our customers and to create a thriving workspace that supports everyone. We’re a team of passionate, dedicated people, working to d…",IT Jobs,permanent,full_time,43280.89,43280.89,https://www.adzuna.co.uk/jobs/details/5502132975?utm_medium=api&utm_source=ca4e041d,UK,Yorkshire And The Humber,Bradford,False,False,False,True,False,False,False,False,43280.89,,False
data analyst,Senior Data Analyst,Saga Plc,"Sandgate, Folkestone","['UK', 'South East England', 'Kent', 'Folkestone', 'Sandgate']",2025-10-22T02:44:50Z,"Senior Data Analyst Salary £60,000 to £65,000 depending on experience Permanent Hybrid / Folkestone &amp; London Saga is the most trusted brand for people over 50 in the UK. We have been designing and delivering products and services in this space for decades. We are customer focussed and insight driven, meaning your role in our central function of Analytics &amp; Decision Science has a real impact! As the Senior Data Analyst at Saga, you will play a pivotal role in shaping our data strategy an…",IT Jobs,permanent,full_time,58039.92,58039.92,https://www.adzuna.co.uk/jobs/details/5458422031?utm_medium=api&utm_source=ca4e041d,UK,South East England,Sandgate,False,False,False,True,False,False,False,False,58039.92,,False
data analyst,Business Data Analyst,Mission Underwriting Managers,UK,['UK'],2025-09-12T18:53:05Z,"Overview We are looking for a Business Data Analyst to join our Mission UK/Europe Digital and Technology team, providing creative digital input to our team of underwriters. You will work with an amazing team, to shape the future of our underwriting business. As a Business Data Analyst, you will perform various functions, which primarily involve providing data, reports, and analyses in support of our plan to facilitate data driven decision-making. You will be a key asset to our UW teams, our Fin…",IT Jobs,,full_time,44469.48,44469.48,https://www.adzuna.co.uk/jobs/details/5396103390?utm_medium=api&utm_source=ca4e041d,UK,UK,,False,False,False,True,False,False,False,False,44469.48,,False
data analyst,Data Analyst Apprenticeship,Baltic Apprenticeships,"Wrexham, Wales","['UK', 'Wales', 'Wrexham']",2025-11-18T18:33:01Z,"Data has the power to transform businesses, and at Conversion Uplift, we thrive on unlocking its full potential. We're looking for a Data Analyst Apprentice to join our growing team, offering a £17,000-£19,000 salary and the flexibility of a fully remote role . This is your opportunity to gain hands-on experience while earning a Level 4 Data Apprenticeship , setting the foundation for a thriving career in analytics. As an apprentice you will be reviewing data and looking for issues, producing p…",IT Jobs,,,16000.0,16000.0,https://www.adzuna.co.uk/jobs/details/5502271446?utm_medium=api&utm_source=ca4e041d,UK,Wales,Wrexham,False,False,False,True,False,False,False,False,16000.0,,False
data analyst,Data Analyst - Graduate,Joseph Ash,"Holmewood, Chesterfield","['UK', 'East Midlands', 'Derbyshire', 'Chesterfield', 'Holmewood']",2025-11-19T17:10:06Z,"Job Title: Graduate Data Analyst – Joseph Ash Galvanizing Overview The Graduate Data Analyst will support the operations team by collecting, analyzing, and interpreting production data. This role is ideal for recent graduates who want to build their analytics skills while learning how data-driven insights improve efficiency, quality, and productivity in a galvanizing environment. Key Responsibilities Data Analysis & Reporting Setting up data collection systems including identifying useful data …",Graduate Jobs,,,24924.53,24924.53,https://www.adzuna.co.uk/jobs/details/5503405543?utm_medium=api&utm_source=ca4e041d,UK,East Midlands,Holmewood,False,False,False,True,False,False,False,False,24924.53,,False
data analyst,Fabric Data Analyst,Workplace Futures Group,"New Cross, South East London","['UK', 'London', 'South East London', 'New Cross']",2025-11-04T21:48:30Z,"Job Title: Fabric Data Analyst Location: London Bridge About Workplace Futures Group: Workplace Futures Group is a forward-thinking organisation focused on leveraging data and technology to optimise business operations and decision-making. We partner with teams across Marketing, Commercial, Delivery, and Business Development to provide actionable insights, drive efficiencies, and support strategic growth. Role Overview: We are seeking a highly skilled Fabric / Power BI Data Analyst to join our …",IT Jobs,permanent,full_time,40000.0,50000.0,https://www.adzuna.co.uk/jobs/details/5481106614?utm_medium=api&utm_source=ca4e041d,UK,London,New Cross,False,False,False,True,True,False,False,False,45000.0,,False
data analyst,"Data Analyst, FP&A",Oxford University Press,"Oxford, Oxfordshire","['UK', 'South East England', 'Oxfordshire', 'Oxford']",2025-11-06T02:58:23Z,"About the Role We’re looking for a Data Analyst to join our data and analytics team ,supporting finance by delivering high-quality reporting for local and global sales andcustomer debt. You will take ownership of the technical delivery of sales and debt reporting, ensuring outputs are timely, accurate, and actionable for finance stakeholders. This includes developing and maintaining data models, dashboards, and reports - primarily using Power BI - to visualize financial performance and support …",IT Jobs,,,45000.0,45000.0,https://www.adzuna.co.uk/jobs/details/5483079339?utm_medium=api&utm_source=ca4e041d,UK,South East England,Oxford,False,False,False,True,True,False,False,False,45000.0,,False
data analyst,Lead Data Analyst,Wiley Global Technology,"London, UK","['UK', 'London']",2025-09-13T19:00:57Z,"Job Description: Lead Data Analyst Location: Oxford, GBR Our mission is to unlock human potential. We welcome you for who you are, the background you bring, and we embrace individuals who get excited about learning. Bring your experiences, your perspectives, and your passion; it’s in our differences that we empower the way the world learns. About the Role: As a Lead Data Analyst in Marketing Data & Analytics team, you will play a crucial role developing important datasets that influence strateg…",IT Jobs,,full_time,0.0,55267.0,https://www.adzuna.co.uk/jobs/details/5397769221?utm_medium=api&utm_source=ca4e041d,UK,London,London,False,False,False,True,False,False,False,False,27633.5,,False
data analyst,Junior Data Analyst,Clarksons,"London, UK","['UK', 'London']",2025-11-05T12:39:49Z,"Company Overview Clarksons is the world’s leading provider of integrated shipping and offshore services, bringing our connections and experience to an international client base. Our intelligence adds value by enabling clients to make more efficient and informed decisions. Our global reach, local knowledge and expertise is what makes us unique. To understand more about day-to-day life at Clarksons, and what you can expect from us as an employer, visit us at www.clarksons.com Division Overview Di…",IT Jobs,,,45579.44,45579.44,https://www.adzuna.co.uk/jobs/details/5482184663?utm_medium=api&utm_source=ca4e041d,UK,London,London,False,False,False,True,False,False,False,False,45579.44,,False
data analyst,Lead Data Analyst,HostHelp,"London, UK","['UK', 'London']",2023-12-28T17:21:08Z,"Here at HostHelp, we only partner with hosting providers that we genuinely believe in. We only endorse and recommend hosting providers that have some of the best services and offer outstanding customer service to their customers. After a detailed evaluation of 30 leading hosting platforms, we narrowed it down to 3 resourceful options that fit in three different price ranges: economy, medium, and premium. You should check out our YouTube channel. It has all our research, including a list of the …",IT Jobs,,part_time,43563.64,43563.64,https://www.adzuna.co.uk/jobs/details/4500003888?utm_medium=api&utm_source=ca4e041d,UK,London,London,False,False,False,True,False,False,False,False,43563.64,,False
data analyst,Senior Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK","['UK', 'London']",2025-11-14T20:19:26Z,"Senior Data Analyst - Customer Experience £65,000  10% Bonus  Equity (Exit Expected in 1-2 Years) Fully Remote (Quarterly meet-ups in London/Brighton - expensed) We're partnered with a high-growth, mission-led tech company in the subscription and marketplace space , backed by recent investment and valued at over $100M . They're scaling fast, expanding their product and data capabilities, and preparing for an exciting exit event within the next couple of years - meaning the equity on offer has r…",IT Jobs,permanent,full_time,55000.0,65000.0,https://www.adzuna.co.uk/jobs/details/5496666155?utm_medium=api&utm_source=ca4e041d,UK,London,London,False,False,False,True,False,False,False,False,60000.0,2.0,False
data analyst,Senior Data Analyst,Rick Stein Head Office,UK,['UK'],2025-11-14T01:40:06Z,"Senior Data Analyst £40,000-£45,000 per annum. Plus, up to £2,400 per year in tips (paid weekly, based on last year’s earnings), giving total potential earnings of £47,400 per year. Permanent Contract 40hr week. We’re looking for a talented and driven Senior Data Analyst to play a key role in transforming how we use data to make smarter business decisions. You’ll be responsible for ensuring the consistency, accuracy, and integrity of our data across multiple operational systems, developing insi…",IT Jobs,permanent,full_time,40000.0,45000.0,https://www.adzuna.co.uk/jobs/details/5494976057?utm_medium=api&utm_source=ca4e041d,UK,UK,,False,False,False,True,False,False,False,False,42500.0,,False
insight analyst,Insight Analyst,G-Research,"London, UK","['UK', 'London']",2025-11-03T12:48:48Z,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. Every breakthrough is built on strong foundations. As an insight analyst you’ll work across disciplines to …",IT Jobs,,full_time,55664.47,55664.47,https://www.adzuna.co.uk/jobs/land/ad/5478107321?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=1B53E152E3BF69BCC271424219020E224E16654C,UK,London,London,False,False,False,True,False,False,False,False,55664.47,,False
insight analyst,Insight Analyst,G-Research,"London, UK","['UK', 'London']",2025-11-03T13:07:08Z,"Do you want to tackle the biggest questions in finance with near infinite compute power at your fingertips? G-Research is a leading quantitative research and technology firm, with offices in London and Dallas. We are proud to employ some of the best people in their field and to nurture their talent in a dynamic, flexible and highly stimulating culture where world-beating ideas are cultivated and rewarded. This is a hybrid role based in our new Soho Place office – opened in 2023 - in the heart o…",IT Jobs,,full_time,57142.66,57142.66,https://www.adzuna.co.uk/jobs/land/ad/5478115789?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=A912B4413650CB8D0F8F7B034A298BC7BFAE4DEB,UK,London,London,False,False,False,True,False,False,False,False,57142.66,,False
insight analyst,Senior Insight Analyst,Hays,"Markfield, Leicestershire","['UK', 'East Midlands', 'Leicestershire', 'Markfield']",2025-11-17T23:11:32Z,"£43,001 - £47,779 per annum, flexible hybrid working pattern (2 days per week in office), 35-hour week, 39 days annual leave (including statutory days), good pension scheme and other generous benefits This post is subject to DBS clearance. Hays Technology are working in partnership with a large public sector organisation in Coalville to recruit a Senior Insight Analyst to join their Technology team on a permanent basis. The successful candidate will focus on transforming data into actionable in…",IT Jobs,permanent,,45000.0,45000.0,https://www.adzuna.co.uk/jobs/land/ad/5501046131?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=9DB33678921FCFA4EFA96ED25F99D9CBF708CFFD,UK,East Midlands,Markfield,False,False,False,True,False,False,False,False,45000.0,,False
insight analyst,Insights Analyst,Tria,"Eastern England, UK","['UK', 'Eastern England']",2025-11-13T07:39:04Z,"Data & Analytics Specialist – Investment & Development Contract - Inside IR35 - £360 - £460 P/D Ideally based Wembley or Basingstoke 1-2 times a month but options for remote. A strategic analytics role supporting senior leadership with data-driven insights across investment and development activities. This position is ideal for candidates with a strong financial services background, bringing analytical rigour and commercial acumen to capital decision-making and performance improvement. Key Resp…",Accounting & Finance Jobs,contract,,57853.36,57853.36,https://www.adzuna.co.uk/jobs/land/ad/5493175301?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=FD2147B320CD1E8F954F13027C1AEF989AC28782,UK,Eastern England,Eastern England,False,False,False,True,False,False,False,False,57853.36,,False
insight analyst,Senior Client Insight Analyst,Hargreaves Lansdown,"Bristol, South West England","['UK', 'South West England', 'Bristol']",2025-11-05T14:52:17Z,"We are currently looking for a Senior Client Insight Analyst to join our Insight Team and are keen to hear from experienced data and insight specialists looking to further their career. As a Senior Client Insight Analyst, you'll be the driving force behind understanding our clients-and helping us anticipate their needs. By providing meaningful insights on our clients, you will be central to improving client experience and helping key stakeholders make critical commercial and strategic decisions…",IT Jobs,permanent,part_time,50279.93,50279.93,https://www.adzuna.co.uk/jobs/land/ad/5482279354?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=B34ADB7D1ABB80F74A7099546B51DE73DC9A8CC2,UK,South West England,Bristol,False,False,False,True,False,False,False,False,50279.93,,False
insight analyst,Senior Insights Analyst,Harnham,"London, UK","['UK', 'London']",2025-11-12T05:29:17Z,"Senior Insight Analyst - £55,000  Benefits Remote (UK-Based) Modern BI Stack | Data Transformation | Commercial Insight Are you a commercially minded analyst who loves turning complex data into actionable business insight? Our client - a leading UK distributor and supplier of industrial products - is undergoing a major data transformation and is seeking a Senior Insight Analyst to help drive smarter, data-led decisions across the business. This is a fantastic opportunity to play a key role in s…",IT Jobs,,,51751.91,51751.91,https://www.adzuna.co.uk/jobs/land/ad/5491509218?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=E9ADFE32E75A712F8F467450517C2C10EAE6790F,UK,London,London,False,False,False,True,False,False,False,False,51751.91,,False
insight analyst,Senior Insight Analyst,Harnham,UK,['UK'],2025-11-12T06:04:42Z,"Senior Insight Analyst Fully Remote In The UK £50,000-£55,000 The Company A leading name in the industrial distribution and metalworking sector, supplying 10,000 customers with a catalogue of over 100,000 products across tools, MRO, and PPE, is seeking a commercial-savvy Senior Insight Analyst to join their team! With more than 250 employees, the company prides itself on its customer-first culture, next-day delivery, and ongoing investment in data transformation; the business is modernising its…",IT Jobs,,,71125.3,71125.3,https://www.adzuna.co.uk/jobs/land/ad/5491538293?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=329E95A78D7E556AF3C851E49260D32DD24811D4,UK,UK,,False,False,False,True,False,False,False,False,71125.3,,False
insight analyst,Senior Insight analyst,Harnham,UK,['UK'],2025-11-12T05:49:20Z,"SENIOR INSIGHT ANALYST REMOTE - UK BASED (N.B Sponsorship cannot be provided) UP TO £55,000 THE COMPANY A leading UK industrial supplier is undergoing a major data transformation to improve visibility and decision-making across buying, selling, ecommerce and supply chain operations. THE ROLE As Senior Insight Analyst, you will: Lead pricing and rebate analysis to support margin optimisation Analyse sales, product and operational performance across a high-SKU wholesale environment Partner closel…",IT Jobs,,,54921.81,54921.81,https://www.adzuna.co.uk/jobs/land/ad/5491531502?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=6255215F22D60994994EB0898AB2BEEB72F31785,UK,UK,,False,False,False,True,False,False,False,False,54921.81,,False
insight analyst,Senior Insight Analyst,Harnham,UK,['UK'],2025-11-13T07:39:05Z,"SENIOR INSIGHT ANALYST SALARY UP TO £55,000 REMOTE Are you a data-driven storyteller who thrives on turning complex information into commercial impact? This is an exciting opportunity for a Senior Insight Analyst to join a fast-paced, forward-thinking organisation where data is at the heart of every decision. You’ll act as a key analytical partner to teams across the business — from finance and marketing to eCommerce and operations — helping them unlock opportunities, improve performance, and s…",IT Jobs,,,57133.01,57133.01,https://www.adzuna.co.uk/jobs/land/ad/5493175325?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=409A5CA794D56BC43345A2B6B9C4432C577220BE,UK,UK,,False,False,False,True,False,False,False,False,57133.01,,False
insight analyst,Fraud Insights Analyst,Harnham,"Southampton, Hampshire","['UK', 'South East England', 'Hampshire', 'Southampton']",2025-11-07T07:31:17Z,"FRAUD INSIGHT ANALYST £45,000 SOUTHAMPTON (5 days p/w) THE COMPANY This company are a leading UK transport provider who rely on data-driven insight to improve performance, reduce risk, and enhance the passenger experience. With large, complex datasets generated from thousands of daily journeys, they offer a dynamic environment for analysts who want to turn information into impact. THE ROLE Analysing large, complex datasets to identify suspicious activity and fraud trends. Producing high-quality…",IT Jobs,,,37009.52,37009.52,https://www.adzuna.co.uk/jobs/land/ad/5484904405?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=407332ED71DBF5EE52E1E1526AFC5E431946C9B0,UK,South East England,Southampton,False,False,False,True,False,False,False,False,37009.52,,False
insight analyst,Fraud Insights Analyst,Harnham,"Hampshire, South East England","['UK', 'South East England', 'Hampshire']",2025-11-07T07:29:45Z,"FRAUD INSIGHT ANALYST £45,000 SOUTHAMPTON (5 days p/w) THE COMPANY This company are a leading UK transport provider who rely on data-driven insight to improve performance, reduce risk, and enhance the passenger experience. With large, complex datasets generated from thousands of daily journeys, they offer a dynamic environment for analysts who want to turn information into impact. THE ROLE Analysing large, complex datasets to identify suspicious activity and fraud trends. Producing high-quality…",IT Jobs,,,38520.31,38520.31,https://www.adzuna.co.uk/jobs/land/ad/5484903491?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=CAEE8A9A9E1BABDC9778918D540702D8EB73992C,UK,South East England,Hampshire,False,False,False,True,False,False,False,False,38520.31,,False
insight analyst,senior insight analyst,Harnham,"Wednesbury, West Midlands","['UK', 'West Midlands', 'Wednesbury']",2025-11-05T22:55:06Z,"Senior Insight Analyst Location: Midlands - Hybrid (2 days in office) Salary: £45,000 - £55,000  benefits Start Date: ASAP The Company A well-established UK industrial distribution organisation operating in a high-SKU complexity environment. The business serves diverse customers across multiple sectors, managing extensive product catalogues, complex pricing structures, and sophisticated supply chain operations. With significant investment in data infrastructure and analytics capabilities, the c…",IT Jobs,,,55534.35,55534.35,https://www.adzuna.co.uk/jobs/land/ad/5482866927?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=9EB7A3E3235DA8DE018EA18D9CFDC8AC1ADB8308,UK,West Midlands,Wednesbury,False,False,False,True,False,False,False,False,55534.35,,False
insight analyst,Customer Insight Analyst,GOAT & Partners Ltd,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-11-13T07:55:47Z,"GOAT Interactive is the online division of the Editec Group. The objective of GOAT Interactive is to use our vast knowledge of Africa, combined with digital excellence, to ensure that all of our brands occupy the podium positions in the countries we operate in. With a growing presence in 18 countries, GOAT represents the largest group of gaming brands on the continent. We are looking for a Customer Insight Analyst to join our growing analytics team and play a key role in driving data-led decisi…","PR, Advertising & Marketing Jobs",,,50705.07,50705.07,https://www.adzuna.co.uk/jobs/land/ad/5493181943?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=D4ABD570C4852A75F9D0007422A15A0780F414CE,UK,London,The City,False,True,False,True,False,False,False,False,50705.07,,False
insight analyst,Customer Insight Analyst,GOAT & Partners Ltd,"London, UK","['UK', 'London']",2025-11-13T07:18:12Z,"GOAT Interactive is the online division of the Editec Group. The objective of GOAT Interactive is to use our vast knowledge of Africa, combined with digital excellence, to ensure that all of our brands occupy the podium positions in the countries we operate in. With a growing presence in 18 countries, GOAT represents the largest group of gaming brands on the continent. We are looking for a Customer Insight Analyst to join our growing analytics team and play a key role in driving data-led decisi…","PR, Advertising & Marketing Jobs",,,50209.82,50209.82,https://www.adzuna.co.uk/jobs/land/ad/5493148781?se=PjflOYvF8BGqdd-2yxIfrw&utm_medium=api&utm_source=ca4e041d&v=2A01A17A4666F067C56BE90708FC4B87E5484DE9,UK,London,London,False,True,False,True,False,False,False,False,50209.82,,False
insight analyst,Insight Analyst,Robert Walters,"Manchester, Greater Manchester","['UK', 'North West England', 'Greater Manchester', 'Manchester']",2025-10-23T22:56:21Z,"Insight Analyst Manchester- Hybrid (2 days per week in the office)£50,000-£65,000  benefits In this role, you'll act as a trusted business partner, working closely with stakeholders across the organisation to generate meaningful insights that drive strategic decision making and growth. Insight Analyst responsibilities: Partner with stakeholders across the business to identify opportunities and deliver actionable insights. Translate complex data into clear, commercially focused insights. Support…",IT Jobs,permanent,full_time,55000.0,65000.0,https://www.adzuna.co.uk/jobs/details/5461592609?utm_medium=api&utm_source=ca4e041d,UK,North West England,Manchester,False,False,False,True,False,False,False,False,60000.0,,False
insight analyst,Senior Insight Analyst,Harnham - Data & Analytics Recruitment,"Rochdale, Greater Manchester","['UK', 'North West England', 'Greater Manchester', 'Rochdale']",2025-10-23T22:56:16Z,"Senior Insight Analyst Location: Rochdale / Greater Manchester - Hybrid (1-2 days in office) Salary: £45,000 - £55,000  benefits Start Date: ASAP The Company A major UK organisation operating at the intersection of public sector, utilities, and financial services, delivering data-driven solutions that support local communities. The business manages large volumes of operational and customer data and is investing heavily in analytics to improve insight, performance, and decision-making. You'll jo…",IT Jobs,permanent,full_time,45000.0,55000.0,https://www.adzuna.co.uk/jobs/details/5461592365?utm_medium=api&utm_source=ca4e041d,UK,North West England,Rochdale,False,False,False,True,False,False,False,False,50000.0,,False
insight analyst,Senior Insight Analyst,Harnham - Data & Analytics Recruitment,"West Midlands, UK","['UK', 'West Midlands']",2025-11-07T22:27:59Z,"Senior Insight Analyst Location: West Midlands (3 days per week) Salary: £45,000 - £55,000  benefits An established UK leader in the industrial distribution space is seeking a Senior Insight Analyst to join its growing Business Transformation team. This role sits at the heart of a business currently modernising its data and reporting landscape, offering the opportunity to influence decision-making across sales, marketing, finance, supply chain, and operations. You'll play a key role in translat…",IT Jobs,permanent,full_time,45000.0,55000.0,https://www.adzuna.co.uk/jobs/details/5486249803?utm_medium=api&utm_source=ca4e041d,UK,West Midlands,West Midlands,False,False,False,True,False,False,False,False,50000.0,,False
insight analyst,Marketing & Insights Analyst,Robert Walters,"Leicester, Leicestershire","['UK', 'East Midlands', 'Leicestershire', 'Leicester']",2025-10-27T21:00:33Z,"Marketing & Insights AnalystLeicester£25,000 - £35,000Permanent This is an exciting opportunity for an Analyst to join a growing analytics team, with the goal of creating valuable actionable insights and marketing campaigns that will in turn, drive a return of investment from their clients. You will be keeping in close touch with them to ensure they receive the best experience possible. Marketing & Insights Analyst - What will you be doing? * Conducting comprehensive data insight and analysis t…",IT Jobs,permanent,full_time,56578.17,56578.17,https://www.adzuna.co.uk/jobs/details/5466770785?utm_medium=api&utm_source=ca4e041d,UK,East Midlands,Leicester,False,False,False,True,False,False,False,False,56578.17,,False
insight analyst,Senior Insight Analyst,Harnham - Data & Analytics Recruitment,"Wednesbury, West Midlands","['UK', 'West Midlands', 'Wednesbury']",2025-10-29T21:37:19Z,"Senior Insight Analyst Location: Midlands - Hybrid (2 days in office) Salary: £45,000 - £55,000  benefits Start Date: ASAP The Company A well-established UK industrial distribution organisation operating in a high-SKU complexity environment. The business is building a forward-thinking data function that champions data-driven decision-making. Join during a transformational period where data literacy and commercial insight are becoming core to competitive advantage. The Role A unique opportunity …",IT Jobs,permanent,full_time,45000.0,55000.0,https://www.adzuna.co.uk/jobs/details/5470154458?utm_medium=api&utm_source=ca4e041d,UK,West Midlands,Wednesbury,False,False,False,True,False,False,False,False,50000.0,,False
insight analyst,Reporting & Insights Analyst,Thames Water,"Reading, Berkshire","['UK', 'South East England', 'Berkshire', 'Reading']",2025-11-10T15:14:51Z,"The purpose of this role is to support the development, maintenance and delivery of high-quality reporting and insights across the AM&E portfolio. This includes operating within the Hub’s Performance Measurement Cycle, ensuring data integrity across the reporting landscape, and producing dashboards and reporting outputs that align with business needs and governance requirements.The role helps drive data-led decision-making by translating performance data into meaningful insights, contributing t…",IT Jobs,permanent,full_time,54350.69,54350.69,https://www.adzuna.co.uk/jobs/details/5489474391?utm_medium=api&utm_source=ca4e041d,UK,South East England,Reading,False,False,False,False,False,False,False,False,54350.69,,False
insight analyst,Insight Analyst,Sphere Digital Recruitment,"The City, Central London","['UK', 'London', 'Central London', 'The City']",2025-10-24T00:33:11Z,"Insight Analyst - Marketing/Media Agency About the Company We're a forward-thinking marketing and communications group built to help brands stay ahead in an increasingly complex landscape. Our philosophy is simple - remove the silos, combine expertise, and deliver clear, measurable impact. Our teams bring together specialists from across data, strategy, media, and creative disciplines to solve business challenges in smarter, faster ways. By working as one connected unit, we help clients cut thr…","PR, Advertising & Marketing Jobs",permanent,full_time,46736.61,46736.61,https://www.adzuna.co.uk/jobs/details/5461672720?utm_medium=api&utm_source=ca4e041d,UK,London,The City,False,False,False,True,False,False,False,False,46736.61,,False
insight analyst,Insights Analyst,SINE Digital,"London, UK","['UK', 'London']",2025-10-24T12:43:17Z,"ABOUT US SINE Digital is a global leader in media, technology, and insights for the live entertainment industry. With offices in London and New York , we partner with world-class cultural institutions and global brands to drive digital and AI transformation, delivering data-led marketing strategies that maximise ticket sales, elevate brand awareness, and deepen audience engagement. Our clients include many of the most iconic productions in the West End and on Broadway , alongside some of the wo…","PR, Advertising & Marketing Jobs",,full_time,42432.88,42432.88,https://www.adzuna.co.uk/jobs/details/5462410969?utm_medium=api&utm_source=ca4e041d,UK,London,London,False,False,False,True,False,False,False,False,42432.88,,False
